oem,model,modelYear,Registration Year,Mileage,Fuel Type,Transmission,ownerNo,price,Gear Box,city,km,Safety,Interior,Exterior,Insurance Validity,bt
8,66,2017,2017.0,19.0,4,0,2,656000.0,5.0,1,61159.0,22.0,12.0,12.0,0,2
9,90,2010,2010.0,17.0,4,1,2,295000.0,5.0,1,90000.0,21.0,12.0,12.0,2,2
8,59,2015,2016.0,18.0,4,1,1,430999.99999999994,5.0,1,95296.0,16.0,11.0,5.0,0,7
9,73,2018,2018.0,15.8,4,1,1,894999.9999999999,6.0,1,106506.0,30.0,12.0,15.0,0,8
1,17,2012,2012.0,16.73,1,0,2,1500000.0,8.0,1,70000.0,25.0,12.0,19.0,2,7
9,77,2015,2016.0,18.9,4,1,2,392000.0,5.0,1,108551.0,17.0,9.0,9.0,0,2
8,59,2014,2014.0,25.8,1,1,1,470000.0,5.0,1,54186.0,18.0,11.0,5.0,0,7
8,59,2018,2019.0,19.0,4,0,1,726000.0,5.0,1,106848.0,27.0,12.0,10.0,0,7
29,305,2020,2021.0,16.35,4,0,2,1023000.0,6.0,1,38464.0,32.0,14.0,15.0,2,7
17,172,2017,2017.0,20.89,4,1,1,500000.0,5.0,1,59841.0,26.0,7.0,8.0,2,2
28,285,2023,2023.0,12.55,1,0,1,4550000.0,6.0,1,3000.0,37.0,12.0,21.0,0,8
9,73,2020,2020.0,15.29,4,0,1,1590000.0,6.0,1,19649.0,31.0,12.0,18.0,2,8
1,16,2021,2021.0,19.62,1,0,1,5600000.0,8.0,1,3300.0,38.0,14.0,20.0,0,7
6,57,2003,2003.0,9.0,4,1,3,140000.0,5.0,1,60000.0,24.0,11.0,12.0,2,7
9,71,2021,2021.0,14.2,4,0,1,1900000.0,6.0,1,40000.0,32.0,15.0,22.0,2,8
13,107,2020,2020.0,16.5,4,0,1,1425000.0,6.0,1,27000.0,31.0,12.0,18.0,0,8
12,101,2018,2018.0,17.1,1,1,1,1250000.0,6.0,1,50000.0,22.0,11.0,15.0,2,8
27,263,2014,2014.0,25.4,4,1,1,125000.0,4.0,1,39000.0,12.0,6.0,9.0,2,2
9,73,2017,2017.0,15.29,4,1,1,902999.9999999999,6.0,1,55927.0,24.0,11.0,16.0,0,8
9,90,2014,2014.0,18.6,4,1,2,488000.0,5.0,1,35325.0,17.0,8.0,6.0,0,2
17,157,2020,2020.0,21.01,4,1,2,660000.0,5.0,1,20000.0,27.0,10.0,14.0,2,2
9,90,2017,2017.0,18.6,4,1,1,604000.0,5.0,1,41248.0,26.0,11.0,11.0,2,2
27,273,2016,2016.0,23.84,4,1,1,417000.0,5.0,1,70076.0,24.0,12.0,13.0,2,2
16,146,2016,2016.0,16.82,4,1,1,405000.0,6.0,1,128398.0,25.0,11.0,16.0,0,8
17,184,2017,2017.0,20.51,4,0,3,444000.00000000006,5.0,1,20973.0,17.0,10.0,11.0,0,2
17,179,2007,2007.0,16.1,4,1,2,220000.00000000003,5.0,1,90000.0,15.0,8.0,7.0,2,2
9,72,2020,2020.0,20.5,4,1,1,615000.0,5.0,1,98807.0,18.0,9.0,6.0,0,7
8,59,2015,2015.0,18.0,4,1,2,396000.0,5.0,1,102249.0,16.0,11.0,5.0,0,7
9,77,2018,2018.0,18.9,4,0,1,650000.0,4.0,1,18837.0,16.0,9.0,11.0,0,2
12,101,2018,2018.0,17.1,1,1,1,1400000.0,6.0,1,50000.0,23.0,12.0,16.0,0,8
9,74,2012,2012.0,21.1,4,1,1,210000.0,5.0,1,120000.0,15.0,7.0,7.0,2,2
28,290,2021,2021.0,12.0,1,0,1,2475000.0,6.0,1,19000.0,31.0,12.0,9.0,0,5
17,155,2020,2020.0,22.05,4,1,1,400000.0,5.0,1,10000.0,17.0,6.0,5.0,2,2
17,160,2015,2015.0,21.63,4,0,1,350000.0,5.0,1,128876.0,20.0,9.0,6.0,0,2
17,184,2016,2016.0,20.51,4,1,0,430000.0,5.0,1,37942.0,21.0,10.0,11.0,2,2
9,77,2018,2019.0,18.9,4,1,1,515000.00000000006,5.0,1,37300.0,24.0,9.0,13.0,0,2
18,206,2017,2017.0,17.9,1,0,2,3750000.0,9.0,1,30000.0,32.0,15.0,22.0,0,8
17,187,2002,2002.0,17.3,4,1,1,120000.0,5.0,1,60000.0,9.0,1.0,12.0,2,2
9,90,2014,2014.0,22.54,1,1,1,492000.0,6.0,1,82784.0,18.0,8.0,6.0,0,2
17,180,2021,2021.0,22.41,4,1,1,731000.0,5.0,1,63274.0,26.0,12.0,11.0,2,7
17,156,2015,2015.0,23.95,4,0,1,345000.0,5.0,1,87521.0,19.0,9.0,6.0,0,2
9,91,2017,2017.0,17.19,4,1,2,523000.00000000006,5.0,1,77388.0,22.0,10.0,12.0,2,2
17,184,2014,2015.0,20.51,4,1,1,302000.0,5.0,1,114772.0,17.0,10.0,11.0,0,2
28,290,2019,2019.0,13.68,1,1,1,2300000.0,5.0,1,40000.0,30.0,14.0,15.0,2,5
4,38,2019,2019.0,19.83,4,1,2,500000.0,5.0,1,62493.0,25.0,8.0,7.0,2,5
8,63,2021,2021.0,18.6,4,1,1,1350000.0,6.0,1,20000.0,33.0,12.0,14.0,2,7
9,81,2019,2019.0,20.3,4,1,1,472000.0,5.0,1,59985.0,21.0,8.0,4.0,0,2
17,163,2017,2017.0,20.73,4,1,2,564000.0,5.0,1,104073.0,25.0,12.0,11.0,0,7
9,87,2017,2017.0,25.4,1,1,2,409999.99999999994,5.0,1,100000.0,18.0,8.0,8.0,2,7
27,273,2017,2017.0,27.28,1,1,1,470000.0,5.0,1,120000.0,24.0,11.0,13.0,2,2
17,157,2017,2017.0,21.4,4,0,1,630000.0,5.0,1,53819.0,27.0,12.0,13.0,0,2
6,54,2016,2016.0,25.83,1,1,1,375000.0,5.0,1,98914.0,22.0,9.0,6.0,2,2
29,296,2017,2017.0,21.66,1,1,1,520000.0,5.0,1,110000.0,19.0,11.0,9.0,2,7
16,147,2015,2015.0,16.0,1,1,3,1000000.0,6.0,1,110000.0,30.0,12.0,17.0,2,8
8,63,2022,2022.0,17.4,4,1,1,1597000.0,5.0,1,4135.0,28.0,12.0,14.0,2,7
9,90,2019,2019.0,17.4,4,0,1,800000.0,5.0,1,35000.0,27.0,11.0,11.0,0,2
8,66,2017,2017.0,18.7,4,1,1,575000.0,5.0,1,35983.0,23.0,10.0,8.0,2,2
12,101,2020,2020.0,16.3,1,1,1,2050000.0,6.0,1,45000.0,26.0,12.0,18.0,0,8
27,256,2019,2019.0,17.0,1,1,1,1422000.0,6.0,1,91109.0,35.0,12.0,12.0,3,8
9,87,2018,2018.0,20.14,4,1,1,562000.0,5.0,1,23325.0,24.0,9.0,11.0,3,7
8,66,2018,2018.0,18.2,4,0,1,690000.0,5.0,1,51690.0,24.0,12.0,11.0,0,2
9,91,2017,2017.0,17.19,4,1,2,573000.0,5.0,1,69786.0,24.0,11.0,14.0,0,2
27,275,2018,2018.0,20.3,4,0,2,558000.0,5.0,1,53612.0,26.0,11.0,13.0,0,7
17,179,2018,2018.0,21.21,4,1,1,580000.0,5.0,1,41502.0,28.0,10.0,6.0,0,2
8,69,2017,2017.0,17.5,4,1,2,684000.0,5.0,1,43841.0,28.0,12.0,15.0,2,8
9,90,2010,2010.0,17.0,4,1,2,290000.0,5.0,1,110000.0,21.0,12.0,12.0,2,2
6,50,2018,2018.0,14.8,4,0,1,762000.0,6.0,1,77380.0,33.0,12.0,13.0,0,8
17,158,2018,2018.0,21.1,4,1,1,663000.0,5.0,1,69269.0,25.0,12.0,14.0,2,2
17,178,2018,2019.0,23.65,1,1,1,869999.9999999999,5.0,1,53060.0,19.0,10.0,6.0,2,8
21,220,2011,2011.0,13.17,4,1,2,320000.0,5.0,1,70000.0,12.0,9.0,7.0,2,7
8,63,2017,2017.0,17.0,4,1,1,750000.0,5.0,1,58071.0,20.0,11.0,9.0,0,7
1,13,2023,2023.0,14.82,4,0,1,4750000.0,7.0,1,500.0,37.0,14.0,19.0,0,7
6,50,2021,2021.0,21.7,1,1,1,950000.0,5.0,1,40000.0,29.0,13.0,16.0,2,8
17,165,2020,2020.0,17.99,4,0,2,1025000.0,4.0,1,20000.0,32.0,10.0,11.0,2,5
17,180,2008,2008.0,17.5,4,1,2,245000.00000000003,5.0,1,68283.0,19.0,10.0,7.0,2,7
8,59,2014,2014.0,18.0,4,1,0,395000.0,5.0,1,73045.0,16.0,11.0,5.0,2,7
9,73,2018,2018.0,22.1,1,1,1,1080000.0,6.0,1,49000.0,28.0,10.0,6.0,0,8
2,34,2009,2009.0,12.2,1,1,1,200000.0,5.0,1,150000.0,7.0,5.0,4.0,2,5
9,90,2016,2017.0,18.6,4,1,2,608000.0,5.0,1,47547.0,24.0,11.0,12.0,2,2
9,91,2017,2017.0,21.19,1,1,2,698000.0,6.0,1,100844.0,24.0,11.0,14.0,2,2
8,59,2013,2013.0,24.7,1,1,1,335000.0,5.0,1,158945.0,29.0,12.0,10.0,2,7
9,90,2014,2014.0,22.54,1,1,1,501999.99999999994,6.0,1,111275.0,24.0,11.0,12.0,2,2
9,73,2018,2018.0,14.8,4,0,2,1027000.0,6.0,1,71770.0,30.0,12.0,16.0,0,8
9,86,2019,2019.0,17.0,4,1,1,900000.0,6.0,1,40000.0,30.0,11.0,9.0,2,7
8,69,2017,2017.0,17.5,4,1,1,769000.0,5.0,1,55435.0,28.0,12.0,15.0,0,8
17,180,2016,2016.0,18.5,4,0,1,595000.0,4.0,1,51396.0,19.0,9.0,10.0,2,7
17,185,2015,2016.0,20.51,4,1,2,375000.0,5.0,1,79063.0,16.0,10.0,10.0,0,2
17,163,2015,2016.0,20.73,4,1,1,585000.0,5.0,1,89570.0,23.0,13.0,11.0,0,7
9,86,2012,2012.0,17.01,4,1,2,450000.0,5.0,1,50000.0,25.0,11.0,9.0,2,7
27,264,2022,2022.0,16.14,1,1,1,2150000.0,6.0,1,30000.0,23.0,12.0,17.0,2,8
1,14,2012,2012.0,18.88,1,0,2,994999.9999999999,8.0,1,100000.0,27.0,10.0,11.0,2,7
8,63,2021,2021.0,17.0,4,1,1,1100000.0,5.0,1,18477.0,20.0,11.0,9.0,0,7
29,300,2014,2014.0,16.47,4,1,3,350000.0,5.0,1,120000.0,20.0,11.0,10.0,2,2
17,163,2018,2018.0,20.28,4,0,1,730000.0,4.0,1,77204.0,29.0,12.0,11.0,0,7
1,17,2012,2012.0,16.73,1,0,2,1000000.0,8.0,1,70000.0,25.0,12.0,19.0,2,7
28,285,2013,2013.0,13.0,1,1,1,1791000.0,5.0,1,78000.0,23.0,11.0,12.0,0,8
1,14,2012,2012.0,22.69,1,0,2,1350000.0,8.0,1,55000.0,32.0,15.0,15.0,0,7
9,77,2017,2017.0,17.0,4,1,1,509999.99999999994,5.0,1,30272.0,19.0,7.0,5.0,0,2
6,50,2018,2018.0,18.88,4,1,1,860000.0,5.0,1,64285.0,25.0,13.0,15.0,2,8
9,90,2014,2014.0,22.54,1,1,3,484999.99999999994,6.0,1,76697.0,21.0,10.0,10.0,3,2
20,214,2015,2015.0,20.7,1,0,1,1700000.0,6.0,1,100000.0,32.0,14.0,18.0,2,2
17,180,2017,2017.0,21.21,4,0,1,636000.0,5.0,1,95291.0,33.0,13.0,11.0,2,7
29,296,2017,2017.0,17.0,4,1,1,571000.0,5.0,1,84005.0,18.0,11.0,10.0,0,7
25,239,2021,2021.0,19.03,4,0,1,825000.0,5.0,1,8000.0,23.0,10.0,13.0,0,8
4,39,2021,2021.0,21.7,4,1,1,393000.0,5.0,1,49254.0,21.0,9.0,9.0,3,2
13,108,2021,2021.0,18.4,1,1,1,1100000.0,6.0,1,20000.0,30.0,12.0,16.0,2,8
9,77,2016,2016.0,18.9,4,1,2,420000.0,5.0,1,97522.0,19.0,9.0,11.0,2,2
6,50,2017,2018.0,18.88,4,1,1,704000.0,5.0,1,34097.0,25.0,13.0,15.0,3,8
22,225,2022,2022.0,17.4,4,0,1,950000.0,5.0,1,10000.0,36.0,12.0,18.0,2,8
18,208,2022,2022.0,17.9,1,0,1,9000000.0,9.0,1,3000.0,38.0,17.0,20.0,0,8
9,90,2021,2021.0,20.0,4,1,0,770000.0,6.0,1,19252.0,33.0,10.0,12.0,2,2
13,108,2020,2020.0,18.4,1,0,1,1200000.0,6.0,1,30000.0,31.0,13.0,20.0,2,8
5,42,2010,2010.0,14.6,4,1,3,120000.0,5.0,1,80000.0,18.0,12.0,9.0,2,2
17,180,2021,2021.0,20.85,4,1,1,750000.0,5.0,1,25581.0,17.0,9.0,10.0,0,7
26,245,2022,2022.0,12.78,4,0,1,3750000.0,7.0,1,34000.0,34.0,12.0,22.0,0,8
1,20,2018,2018.0,20.68,1,0,1,2655000.0,8.0,1,45000.0,36.0,14.0,16.0,0,8
25,238,2019,2019.0,24.04,4,0,2,409999.99999999994,5.0,1,20000.0,21.0,9.0,7.0,2,2
22,225,2021,2021.0,20.0,4,1,1,1050000.0,5.0,1,20000.0,37.0,13.0,19.0,2,8
17,157,2016,2016.0,27.39,1,1,1,622000.0,5.0,1,123394.0,28.0,12.0,13.0,2,2
29,300,2018,2018.0,20.14,1,1,2,730000.0,5.0,1,106275.0,22.0,11.0,15.0,0,2
8,63,2019,2019.0,17.4,4,1,1,950000.0,5.0,1,58416.0,28.0,12.0,14.0,2,7
17,156,2017,2017.0,23.95,4,1,2,357000.0,5.0,1,18704.0,19.0,9.0,6.0,0,2
8,63,2015,2015.0,17.4,4,1,1,621000.0,5.0,1,27166.0,23.0,10.0,8.0,0,7
8,63,2020,2020.0,18.3,4,0,2,1125000.0,6.0,1,30000.0,33.0,12.0,14.0,2,7
13,107,2021,2021.0,18.0,1,0,1,1639000.0,6.0,1,76384.0,34.0,14.0,20.0,2,8
9,73,2017,2017.0,17.01,1,0,1,1215000.0,6.0,1,45000.0,24.0,11.0,16.0,0,8
9,90,2016,2016.0,18.6,4,1,1,635000.0,5.0,1,17160.0,24.0,11.0,12.0,2,2
29,302,2022,2023.0,20.08,4,1,1,1466000.0,6.0,1,15817.0,32.0,12.0,23.0,2,8
25,238,2021,2021.0,21.74,4,1,2,500000.0,5.0,1,10000.0,22.0,8.0,9.0,2,2
25,238,2020,2020.0,21.74,4,1,0,425000.0,5.0,1,31268.0,22.0,7.0,8.0,2,2
17,160,2019,2019.0,23.1,4,1,1,500000.0,5.0,1,7267.0,19.0,9.0,9.0,2,2
8,66,2017,2017.0,18.7,4,1,2,550000.0,5.0,1,30000.0,22.0,12.0,13.0,2,2
27,263,2012,2012.0,25.4,4,1,2,8700000000.0,4.0,1,60000.0,10.0,4.0,7.0,2,2
16,138,2013,2013.0,12.05,1,1,3,490000.00000000006,6.0,1,100000.0,17.0,8.0,13.0,2,8
8,59,2014,2017.0,18.6,4,1,1,300000.0,5.0,1,222996.0,29.0,12.0,10.0,0,7
17,179,2014,2014.0,25.2,1,1,1,390000.0,5.0,1,110000.0,24.0,10.0,9.0,2,2
6,54,2010,2010.0,20.0,1,1,2,210000.0,5.0,1,132787.0,13.0,8.0,6.0,0,2
27,265,2021,2021.0,22.07,1,0,1,1105000.0,6.0,1,29351.0,22.0,10.0,13.0,0,8
27,265,2018,2018.0,17.0,4,1,1,725000.0,6.0,1,10048.0,20.0,11.0,6.0,3,8
17,163,2016,2016.0,20.73,4,1,2,580000.0,5.0,1,50000.0,22.0,11.0,9.0,2,7
17,157,2017,2017.0,21.4,4,0,1,659000.0,5.0,1,14696.0,27.0,12.0,13.0,0,2
25,238,2016,2016.0,25.17,4,1,1,356000.0,5.0,1,27153.0,15.0,7.0,7.0,0,2
9,77,2016,2016.0,18.9,4,1,1,480000.0,5.0,1,50000.0,19.0,9.0,11.0,2,2
25,243,2021,2021.0,20.0,4,1,1,689000.0,5.0,1,43879.0,20.0,11.0,11.0,0,5
29,300,2017,2017.0,16.2,4,1,1,625000.0,5.0,1,40480.0,20.0,11.0,16.0,2,2
6,50,2018,2018.0,17.0,4,1,1,802999.9999999999,5.0,1,32112.0,27.0,12.0,12.0,3,8
17,160,2017,2017.0,25.24,4,1,2,516000.0,5.0,1,31239.0,24.0,9.0,10.0,0,2
17,163,2018,2018.0,28.09,1,1,1,950000.0,5.0,1,20000.0,24.0,11.0,9.0,2,7
16,147,2014,2014.0,15.1,1,1,2,825000.0,6.0,1,80000.0,20.0,10.0,11.0,2,8
16,134,2017,2017.0,25.32,1,1,1,375000.0,5.0,1,91112.0,26.0,11.0,12.0,0,2
17,154,2009,2009.0,19.7,4,1,0,180000.0,5.0,1,68767.0,6.0,4.0,2.0,2,2
13,105,2022,2022.0,16.5,4,0,1,1900000.0,7.0,1,30000.0,30.0,14.0,21.0,2,5
13,108,2022,2022.0,18.4,4,1,1,900000.0,5.0,1,10000.0,26.0,9.0,13.0,2,8
17,155,2013,2013.0,22.74,4,1,1,204999.99999999997,5.0,1,42600.0,10.0,7.0,3.0,0,2
17,157,2021,2021.0,21.01,4,1,0,710000.0,5.0,1,13270.0,27.0,10.0,14.0,2,2
17,180,2019,2019.0,21.21,4,1,1,630000.0,5.0,1,40000.0,29.0,11.0,8.0,2,7
6,52,2009,2009.0,15.3,4,1,3,155000.0,5.0,1,120000.0,16.0,7.0,10.0,2,7
8,63,2017,2017.0,17.8,4,1,2,799000.0,5.0,1,22286.0,23.0,12.0,10.0,2,7
17,184,2022,2022.0,20.52,4,1,1,630000.0,5.0,1,12132.0,27.0,10.0,11.0,0,2
27,273,2018,2018.0,19.01,4,1,1,415000.00000000006,5.0,1,79048.0,21.0,11.0,7.0,2,2
27,273,2016,2016.0,23.84,4,1,3,417000.0,5.0,1,48360.0,24.0,12.0,13.0,2,2
25,238,2016,2016.0,25.17,4,1,2,334000.0,5.0,1,54538.0,15.0,7.0,7.0,0,2
17,180,2017,2017.0,20.85,4,1,1,590000.0,5.0,1,32157.0,17.0,9.0,10.0,2,7
13,107,2019,2019.0,16.8,4,1,1,1028999.9999999999,6.0,1,34182.0,30.0,11.0,14.0,3,8
17,179,2009,2010.0,28.4,1,1,1,250000.0,5.0,1,176801.0,26.0,10.0,5.0,0,2
22,225,2021,2021.0,18.75,4,1,1,711000.0,5.0,1,81508.0,34.0,13.0,18.0,0,8
27,265,2020,2020.0,16.35,4,0,2,950000.0,6.0,1,42036.0,26.0,13.0,13.0,0,8
18,205,2015,2016.0,13.0,1,0,1,2140000.0,7.0,1,22500.0,28.0,13.0,16.0,0,8
2,25,2008,2008.0,14.49,4,1,3,140000.0,5.0,1,80000.0,13.0,10.0,7.0,2,7
8,69,2017,2018.0,17.5,4,1,1,760000.0,5.0,1,29640.0,28.0,12.0,15.0,2,8
14,116,2018,2018.0,22.3,1,0,1,7000000.0,8.0,1,52000.0,33.0,12.0,15.0,0,8
9,90,2012,2012.0,21.9,1,1,3,300000.0,6.0,1,100000.0,15.0,9.0,8.0,2,2
6,50,2020,2020.0,21.7,1,1,1,1080000.0,5.0,1,32000.0,36.0,13.0,17.0,0,8
17,163,2016,2016.0,20.73,4,1,2,650000.0,5.0,1,23678.0,23.0,11.0,10.0,2,7
17,157,2018,2018.0,21.01,4,1,1,680000.0,5.0,1,38502.0,27.0,11.0,15.0,0,2
26,245,2018,2018.0,16.25,1,0,1,2200000.0,7.0,1,100000.0,34.0,12.0,15.0,0,8
6,54,2020,2020.0,18.5,4,1,2,515000.00000000006,5.0,1,30000.0,24.0,9.0,7.0,2,2
9,77,2019,2020.0,18.9,4,1,1,520000.0,5.0,1,40091.0,23.0,8.0,8.0,0,2
25,238,2016,2016.0,25.17,4,1,1,344000.0,5.0,1,48113.0,15.0,7.0,7.0,2,2
18,197,2017,2017.0,19.27,1,0,1,3100000.0,9.0,1,50000.0,31.0,15.0,15.0,2,7
9,85,2021,2021.0,18.27,4,1,1,923000.0,6.0,1,50486.0,29.0,12.0,18.0,0,8
8,66,2017,2017.0,19.0,4,0,1,662000.0,5.0,1,26465.0,22.0,12.0,12.0,2,2
18,197,2008,2008.0,11.74,4,0,2,750000.0,7.0,1,50000.0,25.0,12.0,19.0,2,7
17,180,2017,2017.0,21.21,4,0,1,637000.0,5.0,1,33246.0,29.0,12.0,8.0,2,7
6,50,2019,2019.0,23.0,1,1,1,800000.0,5.0,1,30000.0,27.0,12.0,12.0,2,8
25,238,2021,2021.0,21.74,4,1,1,454000.0,5.0,1,31754.0,22.0,8.0,9.0,0,2
12,101,2018,2018.0,17.1,1,1,2,1184000.0,6.0,1,91992.0,23.0,12.0,16.0,2,8
17,183,2019,2019.0,24.3,1,1,1,760000.0,5.0,1,70000.0,25.0,9.0,8.0,2,8
28,289,2013,2013.0,12.99,1,1,1,1100000.0,5.0,1,60000.0,13.0,10.0,7.0,2,5
9,77,2019,2019.0,18.9,4,1,1,545000.0,5.0,1,30000.0,24.0,9.0,13.0,2,2
26,249,2013,2013.0,14.3,4,0,2,400000.0,6.0,1,50000.0,16.0,12.0,9.0,2,7
17,184,2010,2010.0,21.79,4,1,1,254999.99999999997,5.0,1,53250.0,20.0,7.0,4.0,0,2
26,244,2010,2010.0,19.4,1,1,1,250000.0,5.0,1,51555.0,14.0,7.0,7.0,2,2
17,179,2022,2022.0,22.38,4,1,1,750000.0,5.0,1,10000.0,26.0,7.0,7.0,2,2
9,90,2019,2019.0,22.54,1,1,1,700000.0,6.0,1,40000.0,27.0,11.0,11.0,2,2
8,63,2011,2011.0,16.8,4,1,1,365000.0,5.0,1,110000.0,18.0,7.0,7.0,2,7
8,63,2017,2017.0,17.4,4,1,1,750000.0,5.0,1,60000.0,28.0,11.0,11.0,2,7
9,74,2014,2014.0,21.1,4,1,3,254000.0,5.0,1,85486.0,13.0,6.0,6.0,2,2
27,253,2022,2022.0,18.5,4,0,1,925000.0,6.0,1,5022.0,26.0,11.0,15.0,2,2
17,157,2019,2019.0,19.56,4,0,1,750000.0,5.0,1,39386.0,30.0,12.0,16.0,0,2
25,238,2016,2016.0,25.17,4,1,2,326000.0,5.0,1,72679.0,15.0,7.0,7.0,2,2
9,77,2015,2015.0,18.9,4,1,2,432000.0,5.0,1,83738.0,17.0,11.0,14.0,0,2
29,300,2021,2021.0,16.2,4,1,1,950000.0,5.0,1,10551.0,20.0,11.0,16.0,2,2
17,160,2019,2019.0,23.1,4,0,3,479000.0,5.0,1,31795.0,20.0,9.0,6.0,3,2
17,175,2009,2009.0,21.1,4,1,2,229999.99999999997,5.0,1,76656.0,9.0,6.0,4.0,0,2
4,39,2017,2017.0,22.7,4,1,1,301000.0,5.0,1,52524.0,15.0,7.0,6.0,0,2
17,179,2013,2013.0,22.9,1,1,1,443000.0,5.0,1,96165.0,15.0,10.0,9.0,0,2
9,90,2014,2014.0,22.54,1,1,1,440000.00000000006,6.0,1,92860.0,21.0,10.0,10.0,0,2
17,165,2013,2013.0,19.01,4,1,1,660000.0,5.0,1,46976.0,29.0,10.0,11.0,0,5
17,154,2007,2008.0,19.7,4,1,1,165000.0,5.0,1,36383.0,6.0,4.0,2.0,0,2
16,146,2022,2022.0,17.0,4,0,1,1090000.0,6.0,1,2000.0,27.0,10.0,10.0,0,8
13,108,2021,2021.0,18.3,4,0,1,1225000.0,7.0,1,26000.0,31.0,13.0,20.0,0,8
17,179,2018,2018.0,21.21,4,0,1,620000.0,5.0,1,42891.0,28.0,11.0,6.0,0,2
17,184,2015,2015.0,18.9,4,1,1,395000.0,5.0,1,34640.0,11.0,5.0,4.0,0,2
17,157,2017,2017.0,21.4,4,1,1,580000.0,5.0,1,40000.0,27.0,12.0,13.0,2,2
17,180,2009,2009.0,19.3,1,1,0,310000.0,5.0,1,129306.0,14.0,8.0,6.0,2,7
29,302,2021,2021.0,20.08,4,1,1,1450000.0,6.0,1,42662.0,32.0,12.0,23.0,0,8
9,87,2016,2016.0,19.1,4,0,1,525000.0,4.0,1,64011.0,21.0,12.0,12.0,0,7
17,179,2013,2014.0,22.38,4,1,3,409999.99999999994,5.0,1,85750.0,26.0,7.0,7.0,0,2
8,66,2021,2021.0,17.1,4,1,1,865000.0,5.0,1,24774.0,21.0,12.0,18.0,0,2
9,77,2019,2019.0,18.9,4,1,1,581000.0,5.0,1,74348.0,24.0,9.0,13.0,2,2
27,275,2017,2017.0,20.3,4,1,1,518000.0,5.0,1,40711.0,24.0,10.0,12.0,2,7
17,157,2019,2019.0,19.56,4,0,1,790000.0,5.0,1,39386.0,30.0,12.0,16.0,0,2
17,157,2016,2016.0,21.4,4,1,2,547000.0,5.0,1,93806.0,24.0,10.0,12.0,2,2
6,54,2014,2014.0,20.0,1,1,1,300000.0,5.0,1,80000.0,19.0,10.0,12.0,2,2
27,273,2016,2017.0,23.84,4,1,1,407000.0,5.0,1,86304.0,24.0,12.0,13.0,2,2
8,69,2019,2019.0,17.5,4,1,2,692000.0,5.0,1,46566.0,28.0,12.0,15.0,2,8
17,179,2015,2015.0,21.21,4,1,1,455000.0,5.0,1,74367.0,24.0,8.0,5.0,2,2
17,155,2016,2017.0,22.74,4,1,1,295000.0,5.0,1,48098.0,10.0,7.0,3.0,0,2
8,63,2014,2014.0,18.0,4,0,2,680000.0,5.0,1,36408.0,23.0,12.0,9.0,0,7
17,165,2017,2017.0,24.52,1,1,1,985000.0,5.0,1,60000.0,24.0,11.0,12.0,2,5
9,89,2014,2014.0,20.36,4,1,2,340000.0,5.0,1,61696.0,10.0,7.0,3.0,2,2
27,258,2007,2007.0,17.2,1,1,1,100000.0,5.0,1,110000.0,9.0,8.0,7.0,2,2
17,160,2015,2015.0,23.1,4,1,1,365000.0,5.0,1,85223.0,13.0,7.0,5.0,2,2
28,289,2012,2012.0,12.99,1,1,1,1050000.0,5.0,1,120000.0,13.0,10.0,7.0,2,5
27,260,2013,2013.0,25.0,1,1,2,183000.0,5.0,1,110000.0,12.0,6.0,7.0,2,7
29,300,2016,2016.0,16.2,4,1,1,660000.0,5.0,1,33961.0,20.0,11.0,16.0,0,2
8,59,2014,2014.0,18.0,4,1,2,403000.0,5.0,1,76597.0,21.0,11.0,9.0,0,7
17,157,2017,2017.0,21.4,4,1,3,563000.0,5.0,1,36573.0,28.0,12.0,13.0,2,2
28,288,2023,2023.0,20.58,4,0,1,2000000.0,6.0,1,10000.0,29.0,10.0,17.0,2,8
17,184,2016,2016.0,20.51,4,0,1,436000.00000000006,5.0,1,45636.0,21.0,10.0,11.0,0,2
17,163,2017,2017.0,19.12,4,0,1,681000.0,4.0,1,58698.0,23.0,11.0,10.0,0,7
17,184,2023,2023.0,24.35,4,1,1,590000.0,5.0,1,10000.0,23.0,9.0,5.0,2,2
17,157,2016,2016.0,27.39,1,1,1,632000.0,5.0,1,77603.0,28.0,12.0,13.0,0,2
17,183,2019,2019.0,24.3,1,0,1,890000.0,5.0,1,60000.0,27.0,11.0,15.0,2,8
8,59,2018,2018.0,23.8,1,0,2,726000.0,5.0,1,65675.0,27.0,12.0,10.0,0,7
17,180,2015,2015.0,26.59,1,1,1,551000.0,5.0,1,120797.0,19.0,9.0,10.0,0,7
9,90,2019,2019.0,17.4,4,0,1,850000.0,5.0,1,10000.0,29.0,12.0,13.0,2,2
17,156,2018,2018.0,23.95,4,1,2,382000.0,5.0,1,18228.0,19.0,9.0,6.0,2,2
17,180,2017,2017.0,19.3,1,1,1,765000.0,5.0,1,33654.0,8.0,6.0,4.0,0,7
17,188,2010,2010.0,19.0,4,1,2,195000.0,5.0,1,61633.0,11.0,5.0,9.0,0,2
25,238,2018,2018.0,23.01,4,1,1,390000.0,5.0,1,45333.0,21.0,9.0,7.0,0,2
9,77,2018,2019.0,24.0,1,1,1,480000.0,5.0,1,63670.0,23.0,8.0,7.0,2,2
17,179,2013,2013.0,22.9,1,1,1,455000.0,5.0,1,95535.0,20.0,10.0,11.0,0,2
28,290,2016,2016.0,11.36,1,0,1,1750000.0,6.0,1,175000.0,31.0,14.0,15.0,0,5
