oem,model,modelYear,Registration Year,Mileage,Fuel Type,Transmission,ownerNo,price,Gear Box,city,km,Safety,Interior,Exterior,Insurance Validity,bt
20,116,2022,2022.0,17.2,3,0,1,1764999.9999999998,6.0,0,13802.0,6.382978723404256,5.882352941176471,7.3076923076923075,0,4
8,54,2011,2011.0,17.0,3,1,2,400000.0,5.0,0,40000.0,4.255319148936171,6.470588235294118,4.230769230769231,2,0
10,59,2020,2020.0,16.1,3,1,1,1595000.0,6.0,0,42000.0,5.531914893617022,5.294117647058824,4.615384615384615,0,4
8,43,2017,2018.0,18.9,3,0,2,593000.0,4.0,0,13444.0,4.893617021276596,4.705882352941177,3.8461538461538463,0,0
12,68,2019,2019.0,20.0,1,1,1,1057000.0,6.0,0,56226.0,7.446808510638299,6.470588235294118,5.769230769230769,2,4
19,112,2020,2020.0,22.0,3,0,1,560000.0,5.0,0,8733.0,4.468085106382979,3.5294117647058827,2.6923076923076925,2,0
7,30,2020,2020.0,18.3,3,0,1,1264000.0,6.0,0,57963.0,7.23404255319149,6.470588235294118,5.384615384615384,0,3
7,30,2018,2018.0,17.4,3,1,1,789000.0,5.0,0,49423.0,5.74468085106383,5.882352941176471,3.8461538461538463,2,3
13,89,2012,2012.0,22.38,3,1,2,459000.0,5.0,0,78622.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
8,49,2022,2022.0,23.7,1,1,1,1275000.0,6.0,0,18025.0,6.170212765957447,6.470588235294118,6.538461538461538,2,4
7,30,2010,2010.0,17.0,3,1,1,375000.0,5.0,0,68220.0,4.042553191489362,5.294117647058824,2.6923076923076925,0,3
8,54,2019,2019.0,18.6,3,1,1,825000.0,5.0,0,38500.0,5.74468085106383,5.882352941176471,3.8461538461538463,0,0
13,74,2017,2017.0,21.4,3,0,1,656000.0,5.0,0,58666.0,4.893617021276596,5.294117647058824,4.230769230769231,0,0
13,90,2018,2018.0,21.21,3,0,1,612000.0,5.0,0,54137.0,5.957446808510639,6.470588235294118,2.6923076923076925,2,3
19,112,2019,2019.0,23.01,3,1,1,436000.00000000006,5.0,0,21997.0,4.255319148936171,4.705882352941177,2.307692307692308,0,0
13,90,2020,2020.0,21.21,3,0,2,721000.0,5.0,0,40394.0,6.808510638297872,7.058823529411765,3.8461538461538463,0,3
6,22,2017,2018.0,15.85,3,1,1,620000.0,5.0,0,80390.0,4.042553191489362,4.705882352941177,2.6923076923076925,0,4
13,74,2017,2017.0,21.4,3,0,1,643000.0,5.0,0,55127.0,4.893617021276596,5.294117647058824,4.230769230769231,0,0
6,22,2018,2018.0,23.0,1,1,2,822000.0000000001,5.0,0,35922.0,5.531914893617022,6.470588235294118,4.230769230769231,0,4
7,27,2019,2019.0,19.0,3,0,1,838000.0000000001,5.0,0,16883.0,5.531914893617022,6.470588235294118,3.4615384615384617,2,3
19,110,2013,2013.0,19.6,1,1,2,625000.0,6.0,0,86000.0,5.1063829787234045,7.058823529411765,3.8461538461538463,0,4
9,57,2020,2020.0,17.1,1,0,1,2545000.0,6.0,0,34000.0,5.1063829787234045,6.470588235294118,6.538461538461538,0,4
20,115,2013,2013.0,20.86,1,1,1,345000.0,5.0,0,110000.0,2.3404255319148937,4.11764705882353,2.307692307692308,0,0
6,22,2015,2015.0,14.7,3,0,2,675000.0,6.0,0,54000.0,6.808510638297872,7.058823529411765,5.769230769230769,0,4
23,150,2019,2019.0,18.78,3,1,1,875000.0,5.0,0,25829.0,4.468085106382979,5.882352941176471,5.384615384615384,0,0
13,77,2016,2016.0,23.1,3,1,1,485000.0,5.0,0,36913.0,2.5531914893617023,3.5294117647058827,1.5384615384615383,0,0
8,54,2018,2018.0,22.54,1,1,1,775000.0,6.0,0,34000.0,4.893617021276596,5.294117647058824,3.4615384615384617,0,0
13,89,2018,2018.0,22.56,3,0,2,655000.0,5.0,0,42162.0,5.319148936170214,4.11764705882353,2.307692307692308,2,0
13,77,2016,2016.0,23.1,3,0,2,525000.0,5.0,0,48041.0,3.8297872340425534,5.294117647058824,3.076923076923077,0,0
19,112,2020,2020.0,23.01,3,1,3,442000.0,5.0,0,43285.0,4.468085106382979,5.294117647058824,2.307692307692308,2,0
8,54,2012,2012.0,18.5,3,1,1,476000.0,5.0,0,44326.0,4.042553191489362,5.882352941176471,4.615384615384615,0,0
23,150,2017,2017.0,17.21,3,0,2,865000.0,7.0,0,62984.0,4.042553191489362,5.882352941176471,5.0,0,0
13,89,2010,2010.0,22.38,3,1,2,338000.0,5.0,0,99276.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
8,39,2018,2018.0,13.0,3,0,2,1299000.0,6.0,0,42812.0,4.893617021276596,5.882352941176471,5.769230769230769,0,4
13,89,2013,2014.0,22.38,3,1,1,492000.0,5.0,0,57770.0,5.1063829787234045,4.705882352941177,4.230769230769231,0,0
8,43,2017,2017.0,18.9,3,0,3,544000.0,4.0,0,42220.0,4.893617021276596,4.705882352941177,3.8461538461538463,2,0
8,49,2021,2021.0,18.0,3,1,1,1085000.0,6.0,0,29916.0,5.957446808510639,6.470588235294118,6.538461538461538,2,4
20,120,2022,2022.0,18.07,3,0,1,1488000.0,6.0,0,10066.0,5.957446808510639,6.470588235294118,4.615384615384615,2,3
20,119,2019,2019.0,14.84,3,0,2,939000.0,6.0,0,39243.0,5.74468085106383,7.058823529411765,3.8461538461538463,0,3
20,119,2017,2018.0,14.84,3,0,2,888000.0000000001,6.0,0,36309.0,5.74468085106383,7.058823529411765,3.8461538461538463,2,3
13,77,2014,2014.0,23.1,3,0,1,425000.0,5.0,0,69408.0,2.5531914893617023,4.705882352941177,1.5384615384615383,2,0
7,27,2019,2019.0,19.0,3,0,2,818000.0,5.0,0,12064.0,5.531914893617022,6.470588235294118,3.4615384615384617,2,3
13,89,2018,2018.0,22.0,3,0,1,695000.0,5.0,0,18000.0,5.1063829787234045,5.882352941176471,1.5384615384615383,0,0
23,153,2010,2010.0,14.4,3,0,1,475000.0,6.0,0,59000.0,2.5531914893617023,6.470588235294118,3.4615384615384617,0,3
8,43,2018,2019.0,18.9,3,1,1,551000.0,5.0,0,17190.0,4.680851063829787,4.11764705882353,2.6923076923076925,0,0
13,93,2013,2013.0,18.9,3,1,1,352000.0,5.0,0,58323.0,3.191489361702128,4.11764705882353,3.4615384615384617,0,0
7,30,2015,2015.0,17.8,3,1,1,600000.0,5.0,0,40765.0,4.468085106382979,6.470588235294118,2.307692307692308,0,3
13,77,2016,2016.0,26.0,3,0,2,479000.0,5.0,0,58198.0,5.1063829787234045,4.705882352941177,3.4615384615384617,2,0
8,43,2019,2019.0,18.9,3,1,1,559000.0,5.0,0,42976.0,4.893617021276596,4.705882352941177,4.615384615384615,2,0
13,90,2012,2012.0,22.41,3,1,1,409000.0,5.0,0,44074.0,4.893617021276596,5.294117647058824,3.076923076923077,2,3
13,93,2017,2017.0,21.79,3,0,1,539000.0,5.0,0,21000.0,5.1063829787234045,4.705882352941177,1.5384615384615383,0,0
13,89,2021,2021.0,22.38,3,1,1,737000.0,5.0,0,14089.0,5.319148936170214,3.5294117647058827,2.307692307692308,2,0
7,30,2014,2014.0,26.0,1,1,2,526000.0,6.0,0,94378.0,4.468085106382979,5.294117647058824,1.5384615384615383,0,3
8,43,2016,2016.0,18.9,3,0,2,585000.0,4.0,0,58000.0,4.042553191489362,5.882352941176471,5.0,0,0
0,2,2014,2014.0,15.73,1,0,2,1495000.0,7.0,0,113000.0,5.957446808510639,6.470588235294118,5.0,2,4
13,90,2014,2014.0,19.1,3,1,1,590000.0,5.0,0,59000.0,3.404255319148936,4.705882352941177,2.6923076923076925,0,3
23,151,2021,2021.0,20.08,3,1,1,1545000.0,6.0,0,32746.0,6.595744680851064,6.470588235294118,8.461538461538462,0,4
6,26,2018,2018.0,19.0,3,1,3,540000.0,5.0,0,38995.0,5.957446808510639,5.294117647058824,4.615384615384615,0,0
13,89,2013,2013.0,22.38,3,1,1,491000.0,5.0,0,61102.0,5.1063829787234045,4.705882352941177,4.230769230769231,0,0
20,122,2012,2012.0,17.67,1,1,2,625000.0,6.0,0,132000.0,4.042553191489362,6.470588235294118,5.0,0,4
13,86,2021,2021.0,21.7,3,1,1,436000.00000000006,5.0,0,52288.0,4.042553191489362,2.941176470588235,1.5384615384615383,2,0
7,33,2017,2017.0,19.0,3,0,1,616000.0,5.0,0,69054.0,4.468085106382979,6.470588235294118,4.230769230769231,0,0
19,110,2015,2015.0,13.24,3,1,1,675000.0,5.0,0,67000.0,4.255319148936171,4.705882352941177,2.307692307692308,0,4
13,90,2015,2016.0,26.59,1,1,2,533000.0,5.0,0,51745.0,3.8297872340425534,4.705882352941177,3.4615384615384617,0,3
8,43,2017,2017.0,18.9,3,1,2,626000.0,5.0,0,11268.0,4.893617021276596,5.882352941176471,5.0,0,0
21,133,2020,2020.0,20.09,3,1,1,632000.0,5.0,0,24357.0,4.042553191489362,5.882352941176471,4.230769230769231,3,0
7,30,2018,2018.0,17.0,3,1,1,1000000.0,5.0,0,9982.0,4.042553191489362,5.882352941176471,3.076923076923077,0,3
0,0,2020,2020.0,20.38,1,0,1,2875000.0,6.0,0,22000.0,6.170212765957447,7.647058823529413,5.0,0,3
8,49,2020,2020.0,18.0,3,1,1,1085000.0,6.0,0,27000.0,5.957446808510639,6.470588235294118,6.538461538461538,0,4
8,49,2022,2022.0,18.15,3,0,1,1365000.0,7.0,0,19000.0,7.23404255319149,6.470588235294118,6.538461538461538,0,4
13,77,2015,2015.0,25.24,3,1,1,483000.0,5.0,0,39613.0,4.893617021276596,4.705882352941177,3.4615384615384617,2,0
7,30,2018,2018.0,18.0,3,0,2,1007000.0,5.0,0,68906.0,5.957446808510639,6.470588235294118,4.615384615384615,2,3
13,90,2016,2016.0,22.41,3,1,1,573000.0,5.0,0,71423.0,4.893617021276596,6.470588235294118,3.8461538461538463,0,3
13,90,2015,2015.0,22.41,3,1,1,658000.0,5.0,0,17811.0,4.893617021276596,6.470588235294118,3.8461538461538463,0,3
8,39,2017,2017.0,17.6,1,0,1,1245000.0,6.0,0,79000.0,6.170212765957447,6.470588235294118,5.769230769230769,0,4
13,74,2020,2020.0,21.4,3,0,1,906000.0,5.0,0,9724.0,5.74468085106383,6.470588235294118,4.615384615384615,3,0
8,39,2019,2019.0,15.8,3,1,1,1195000.0,6.0,0,75000.0,6.170212765957447,6.470588235294118,5.384615384615384,0,4
22,145,2021,2021.0,17.1,3,1,1,1031000.0,6.0,0,20754.0,5.319148936170214,5.882352941176471,4.615384615384615,0,3
8,43,2015,2015.0,18.9,3,1,3,413000.0,5.0,0,50510.0,3.404255319148936,4.705882352941177,3.076923076923077,0,0
8,43,2019,2019.0,18.9,3,1,1,624000.0,5.0,0,35000.0,4.893617021276596,4.705882352941177,4.615384615384615,0,0
8,50,2011,2011.0,22.32,1,1,3,465000.00000000006,6.0,0,85000.0,4.680851063829787,5.882352941176471,3.4615384615384617,0,3
7,30,2018,2018.0,18.0,3,0,1,1050000.0,5.0,0,48979.0,4.680851063829787,7.647058823529413,3.8461538461538463,2,3
21,131,2017,2017.0,17.0,3,1,2,725000.0,6.0,0,46000.0,4.680851063829787,6.470588235294118,3.4615384615384617,0,4
6,21,2018,2018.0,26.1,1,1,2,650000.0,5.0,0,70000.0,5.1063829787234045,5.294117647058824,3.4615384615384617,2,3
7,27,2021,2021.0,24.7,1,1,1,865000.0,5.0,0,1500.0,5.957446808510639,6.470588235294118,3.4615384615384617,0,3
13,90,2014,2014.0,22.41,3,1,3,475000.0,5.0,0,81777.0,4.893617021276596,6.470588235294118,3.8461538461538463,0,3
7,30,2016,2017.0,18.0,3,0,2,747000.0,5.0,0,48698.0,4.680851063829787,7.647058823529413,3.8461538461538463,0,3
10,59,2020,2020.0,16.5,3,0,1,1590000.0,7.0,0,21000.0,7.021276595744681,7.647058823529413,7.3076923076923075,0,4
8,43,2016,2016.0,18.9,3,0,2,520000.0,4.0,0,67771.0,4.042553191489362,5.882352941176471,5.0,0,0
13,90,2015,2015.0,22.41,3,1,1,530000.0,5.0,0,60386.0,4.893617021276596,5.294117647058824,3.076923076923077,2,3
8,54,2010,2010.0,18.5,3,1,1,312000.0,5.0,0,111374.0,4.042553191489362,5.882352941176471,4.615384615384615,2,0
8,39,2017,2017.0,15.8,3,1,2,920000.0,6.0,0,33000.0,5.74468085106383,5.294117647058824,1.9230769230769236,2,4
13,72,2021,2022.0,22.05,3,1,1,403000.0,5.0,0,40561.0,3.404255319148936,2.941176470588235,1.5384615384615383,3,0
13,89,2013,2013.0,22.38,3,1,1,415000.00000000006,5.0,0,92529.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
7,27,2019,2019.0,18.1,3,0,1,850000.0,5.0,0,42000.0,4.468085106382979,6.470588235294118,3.076923076923077,0,3
6,22,2021,2021.0,21.7,1,1,1,1145000.0,5.0,0,51000.0,7.446808510638299,7.058823529411765,6.153846153846154,0,4
7,33,2017,2017.0,18.7,3,1,1,645000.0,5.0,0,36468.0,4.042553191489362,5.294117647058824,2.307692307692308,0,0
12,68,2022,2022.0,16.82,3,1,1,1440000.0,6.0,0,11250.0,5.957446808510639,5.882352941176471,6.923076923076923,0,4
8,49,2019,2019.0,18.15,3,0,1,1225000.0,7.0,0,36368.0,6.382978723404256,5.882352941176471,4.230769230769231,2,4
7,30,2018,2018.0,17.4,3,1,1,888000.0000000001,5.0,0,39466.0,5.531914893617022,6.470588235294118,4.230769230769231,0,3
13,89,2014,2014.0,22.38,3,1,1,507000.0,5.0,0,49570.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
23,153,2018,2018.0,18.19,3,0,2,1020000.0,7.0,0,23382.0,5.531914893617022,6.470588235294118,4.615384615384615,0,3
13,86,2021,2021.0,21.7,3,1,1,472000.0,5.0,0,42954.0,4.255319148936171,2.941176470588235,1.5384615384615383,0,0
13,89,2014,2014.0,22.38,3,1,1,471000.0,5.0,0,68306.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
8,54,2018,2019.0,22.54,1,1,1,821000.0000000001,6.0,0,54961.0,5.1063829787234045,5.294117647058824,3.076923076923077,0,0
13,89,2015,2015.0,22.38,3,1,1,510000.0,5.0,0,91087.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
19,112,2022,2022.0,21.74,3,1,1,599000.0,5.0,0,16691.0,4.468085106382979,3.5294117647058827,2.6923076923076925,2,0
13,93,2016,2016.0,20.51,3,1,1,402000.0,5.0,0,80190.0,4.255319148936171,5.294117647058824,3.8461538461538463,0,0
8,39,2017,2017.0,15.29,3,1,1,1002000.0,6.0,0,54639.0,4.893617021276596,5.882352941176471,5.769230769230769,2,4
13,88,2020,2020.0,18.55,3,1,1,975000.0,5.0,0,50225.0,5.1063829787234045,4.705882352941177,4.615384615384615,0,4
8,54,2018,2018.0,22.54,1,1,1,795000.0,6.0,0,68017.0,6.170212765957447,6.470588235294118,4.230769230769231,0,0
23,150,2016,2016.0,16.2,3,1,1,550000.0,5.0,0,87912.0,4.042553191489362,5.882352941176471,5.769230769230769,0,0
21,131,2021,2021.0,17.57,3,1,1,1298000.0,6.0,0,2045.0,5.319148936170214,7.058823529411765,4.615384615384615,2,4
13,88,2021,2021.0,18.55,3,1,1,1085000.0,5.0,0,24305.0,5.1063829787234045,4.705882352941177,4.615384615384615,2,4
21,131,2020,2020.0,17.05,3,0,1,1109000.0,6.0,0,31489.0,4.680851063829787,5.882352941176471,3.4615384615384617,2,4
5,16,2014,2014.0,14.6,3,1,2,350000.0,5.0,0,82268.0,3.617021276595745,5.294117647058824,2.6923076923076925,1,3
6,22,2019,2019.0,23.0,1,1,1,894999.9999999999,5.0,0,73834.0,5.531914893617022,6.470588235294118,4.230769230769231,2,4
13,77,2017,2017.0,23.1,3,1,1,466000.0,5.0,0,41436.0,4.255319148936171,3.5294117647058827,1.9230769230769236,0,0
7,30,2019,2019.0,17.4,3,1,2,924000.0,5.0,0,19024.0,5.74468085106383,5.882352941176471,3.8461538461538463,3,3
13,72,2020,2020.0,22.05,3,1,2,378000.0,5.0,0,73140.0,3.404255319148936,2.941176470588235,1.5384615384615383,0,0
13,89,2015,2015.0,22.38,3,1,1,555000.0,5.0,0,29289.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
7,30,2016,2016.0,18.0,3,0,1,899000.0,5.0,0,39116.0,4.680851063829787,7.647058823529413,3.8461538461538463,0,3
13,72,2019,2019.0,24.7,3,1,1,370000.0,5.0,0,41958.0,2.7659574468085104,4.11764705882353,1.153846153846154,2,0
7,35,2018,2018.0,17.5,3,1,1,810000.0,5.0,0,26626.0,5.74468085106383,5.882352941176471,3.4615384615384617,2,4
7,33,2019,2019.0,18.2,3,0,1,774000.0,5.0,0,63460.0,5.1063829787234045,7.058823529411765,4.615384615384615,2,0
8,45,2019,2019.0,20.3,3,1,1,530000.0,5.0,0,35711.0,4.468085106382979,4.11764705882353,3.076923076923077,0,0
7,35,2020,2020.0,16.5,3,1,1,945000.0,5.0,0,20057.0,4.468085106382979,5.882352941176471,7.3076923076923075,0,4
21,123,2020,2020.0,19.33,3,1,1,880000.0000000001,5.0,0,25396.0,5.531914893617022,6.470588235294118,5.384615384615384,2,0
8,54,2013,2013.0,21.27,1,1,1,525000.0,6.0,0,88000.0,4.042553191489362,5.882352941176471,4.615384615384615,0,0
9,57,2019,2019.0,14.1,3,0,1,1605000.0,7.0,0,62000.0,5.1063829787234045,6.470588235294118,6.538461538461538,2,4
7,30,2020,2020.0,18.6,3,1,1,1170000.0,6.0,0,35993.0,6.808510638297872,6.470588235294118,5.0,1,3
8,43,2017,2017.0,18.9,3,0,1,650000.0,4.0,0,34000.0,4.893617021276596,4.705882352941177,3.8461538461538463,0,0
7,35,2019,2019.0,17.5,3,1,1,875000.0,5.0,0,51338.0,5.74468085106383,6.470588235294118,5.384615384615384,0,4
8,43,2015,2016.0,18.9,3,1,1,500000.0,5.0,0,74280.0,3.404255319148936,4.705882352941177,3.076923076923077,1,0
8,43,2015,2016.0,18.9,3,1,2,395000.0,5.0,0,101356.0,3.404255319148936,4.705882352941177,3.076923076923077,0,0
13,72,2020,2020.0,31.59,0,1,1,421000.0,5.0,0,75591.0,2.7659574468085104,2.941176470588235,1.153846153846154,2,0
8,39,2017,2017.0,13.0,3,0,1,1300000.0,6.0,0,72208.0,4.893617021276596,5.882352941176471,5.769230769230769,1,4
13,89,2014,2014.0,22.38,3,1,1,490000.00000000006,5.0,0,51489.0,5.319148936170214,3.5294117647058827,2.307692307692308,0,0
13,83,2017,2017.0,20.89,3,0,1,520000.0,5.0,0,74643.0,4.680851063829787,5.294117647058824,4.230769230769231,2,0
7,33,2017,2017.0,19.0,3,0,1,616000.0,5.0,0,79575.0,4.468085106382979,6.470588235294118,4.230769230769231,0,0
7,35,2018,2018.0,17.5,3,1,1,825000.0,5.0,0,54097.0,5.74468085106383,6.470588235294118,5.384615384615384,0,4
7,30,2018,2018.0,17.4,3,1,2,838000.0000000001,5.0,0,35288.0,5.531914893617022,6.470588235294118,4.230769230769231,0,3
13,89,2019,2019.0,22.56,3,0,1,618000.0,5.0,0,70314.0,5.319148936170214,4.11764705882353,2.307692307692308,3,0
19,110,2017,2017.0,19.72,1,1,2,875000.0,6.0,0,96939.0,5.531914893617022,7.058823529411765,3.8461538461538463,2,4
18,105,2010,2010.0,18.06,3,1,2,390000.0,5.0,0,44824.0,1.702127659574468,2.941176470588235,0.0,0,0
7,30,2012,2012.0,16.8,3,1,2,500000.0,5.0,0,92673.0,3.404255319148936,2.941176470588235,1.9230769230769236,2,3
22,145,2018,2018.0,17.8,3,0,1,795000.0,7.0,0,77130.0,5.1063829787234045,7.058823529411765,1.5384615384615383,0,3
6,22,2017,2017.0,14.7,3,0,1,775000.0,6.0,0,45000.0,7.23404255319149,7.058823529411765,6.923076923076923,0,4
13,74,2017,2017.0,19.56,3,0,2,745000.0,5.0,0,27025.0,5.531914893617022,5.882352941176471,5.384615384615384,2,0
10,59,2019,2019.0,16.1,3,1,1,1125000.0,6.0,0,105153.0,5.531914893617022,5.294117647058824,4.615384615384615,2,4
19,112,2020,2020.0,22.0,3,0,2,582000.0,5.0,0,11662.0,4.468085106382979,3.5294117647058827,2.6923076923076925,3,0
8,43,2018,2019.0,18.9,3,1,1,615000.0,5.0,0,36176.0,4.893617021276596,4.705882352941177,4.615384615384615,2,0
7,33,2015,2015.0,19.0,3,0,2,560000.0,5.0,0,74342.0,4.468085106382979,6.470588235294118,4.230769230769231,2,0
13,74,2016,2016.0,27.39,1,1,1,710000.0,5.0,0,89837.0,5.74468085106383,6.470588235294118,4.615384615384615,2,0
13,89,2015,2015.0,21.21,3,1,2,535000.0,5.0,0,11912.0,5.74468085106383,5.294117647058824,1.9230769230769236,2,0
13,89,2012,2013.0,22.9,1,1,2,446000.0,5.0,0,55544.0,2.978723404255319,5.294117647058824,3.076923076923077,2,0
6,22,2019,2019.0,14.8,3,0,1,1018000.0,6.0,0,27027.0,6.808510638297872,6.470588235294118,4.615384615384615,0,4
7,30,2017,2017.0,18.0,3,0,1,840000.0,5.0,0,56363.0,4.680851063829787,7.647058823529413,3.8461538461538463,3,3
8,50,2016,2016.0,17.01,3,1,2,654000.0,5.0,0,42094.0,4.680851063829787,4.705882352941177,1.5384615384615383,0,3
10,59,2019,2019.0,16.1,3,1,1,1125000.0,6.0,0,114912.0,5.531914893617022,5.294117647058824,4.615384615384615,0,4
13,89,2016,2016.0,22.0,3,1,1,585000.0,5.0,0,33649.0,4.893617021276596,5.294117647058824,1.9230769230769236,2,0
10,59,2019,2019.0,16.8,3,1,1,1250000.0,6.0,0,54000.0,6.170212765957447,5.882352941176471,5.0,0,4
8,51,2014,2014.0,19.1,3,1,2,475000.0,5.0,0,69798.0,3.404255319148936,4.705882352941177,2.6923076923076925,0,3
8,53,2010,2010.0,20.36,3,1,2,310000.0,5.0,0,69000.0,2.127659574468085,4.11764705882353,1.153846153846154,0,0
9,57,2020,2020.0,17.1,1,0,1,2395000.0,6.0,0,49001.0,5.1063829787234045,6.470588235294118,6.538461538461538,3,4
8,50,2017,2017.0,22.0,1,0,2,1085000.0,6.0,0,57527.0,5.957446808510639,6.470588235294118,3.4615384615384617,0,3
5,19,2015,2015.0,20.5,1,1,1,475000.0,5.0,0,57367.0,4.042553191489362,6.470588235294118,2.307692307692308,0,0
13,93,2015,2015.0,20.51,3,1,2,406000.0,5.0,0,50936.0,2.7659574468085104,3.5294117647058827,1.9230769230769236,2,0
8,54,2022,2022.0,25.0,1,1,1,1084000.0,6.0,0,23237.0,6.808510638297872,5.294117647058824,4.230769230769231,0,0
13,77,2016,2016.0,23.1,3,0,1,445000.0,5.0,0,66596.0,3.617021276595745,4.705882352941177,1.5384615384615383,0,0
13,90,2015,2015.0,20.85,3,1,1,601000.0,5.0,0,74104.0,3.404255319148936,4.705882352941177,3.4615384615384617,2,3
8,45,2022,2022.0,20.3,3,1,1,594000.0,5.0,0,6777.0,4.468085106382979,4.705882352941177,2.307692307692308,3,0
6,22,2020,2020.0,15.9,3,1,1,960000.0,5.0,0,14560.0,7.021276595744681,7.058823529411765,6.923076923076923,0,4
13,86,2021,2021.0,21.7,3,0,1,575000.0,5.0,0,27000.0,4.255319148936171,2.941176470588235,1.5384615384615383,0,0
7,30,2015,2016.0,18.0,3,0,2,729000.0,5.0,0,90333.0,4.680851063829787,6.470588235294118,3.076923076923077,0,3
13,92,2017,2017.0,24.3,1,1,1,962000.0,5.0,0,69301.0,5.531914893617022,5.882352941176471,5.384615384615384,0,4
19,112,2021,2021.0,21.74,3,1,1,450000.0,5.0,0,71306.0,4.468085106382979,3.5294117647058827,2.6923076923076925,0,0
13,74,2019,2019.0,19.56,3,0,1,849000.0,5.0,0,35135.0,6.170212765957447,6.470588235294118,5.769230769230769,2,0
13,85,2016,2016.0,23.2,1,1,1,535000.0,5.0,0,40561.0,2.5531914893617023,3.5294117647058827,1.153846153846154,2,0
8,54,2012,2012.0,17.0,3,1,1,435000.0,5.0,0,90000.0,3.8297872340425534,6.470588235294118,3.4615384615384617,0,0
7,33,2017,2017.0,19.0,3,0,2,685000.0,5.0,0,60000.0,4.468085106382979,6.470588235294118,4.230769230769231,0,0
19,110,2016,2016.0,19.87,1,1,2,730000.0,5.0,0,60000.0,4.893617021276596,5.882352941176471,3.4615384615384617,2,4
13,93,2015,2015.0,18.9,3,1,2,410000.0,5.0,0,41659.0,2.127659574468085,2.3529411764705883,1.153846153846154,2,0
8,50,2017,2017.0,17.01,3,0,2,849000.0,4.0,0,32483.0,5.1063829787234045,5.294117647058824,3.8461538461538463,2,3
8,54,2018,2018.0,18.6,3,1,1,749000.0,5.0,0,34376.0,5.319148936170214,5.882352941176471,3.8461538461538463,2,0
8,39,2017,2017.0,15.29,3,1,1,872000.0000000001,6.0,0,36540.0,4.680851063829787,4.705882352941177,2.6923076923076925,2,4
8,54,2011,2011.0,17.0,3,1,2,306000.0,5.0,0,148625.0,3.8297872340425534,6.470588235294118,3.4615384615384617,0,0
8,53,2013,2013.0,19.81,3,1,2,348000.0,5.0,0,5609.0,2.127659574468085,3.5294117647058827,1.153846153846154,2,0
8,37,2021,2021.0,14.5,3,1,1,1725000.0,6.0,0,6000.0,6.595744680851064,7.647058823529413,8.076923076923077,0,4
19,111,2013,2013.0,21.8,1,1,1,500000.0,6.0,0,61000.0,4.680851063829787,5.882352941176471,3.8461538461538463,2,3
19,112,2018,2018.0,24.04,3,0,2,417000.0,5.0,0,30285.0,2.5531914893617023,2.3529411764705883,1.9230769230769236,2,0
23,153,2011,2011.0,20.54,1,1,2,399000.0,5.0,0,80153.0,3.617021276595745,6.470588235294118,3.4615384615384617,2,3
8,43,2016,2017.0,18.9,3,0,1,541000.0,4.0,0,49641.0,4.042553191489362,5.882352941176471,5.0,0,0
13,74,2016,2016.0,21.4,3,0,2,568000.0,5.0,0,83075.0,4.893617021276596,5.294117647058824,4.230769230769231,0,0
13,74,2018,2018.0,21.4,3,1,1,730000.0,5.0,0,45677.0,5.531914893617022,6.470588235294118,4.615384615384615,0,0
13,77,2017,2017.0,23.1,3,1,1,446000.0,5.0,0,81849.0,4.255319148936171,3.5294117647058827,1.9230769230769236,0,0
13,89,2015,2015.0,25.2,1,1,2,638000.0,5.0,0,67791.0,4.893617021276596,5.882352941176471,4.230769230769231,0,0
8,54,2018,2019.0,18.6,3,1,1,694000.0,5.0,0,65015.0,5.74468085106383,5.882352941176471,4.230769230769231,2,0
13,89,2014,2014.0,22.38,3,1,1,493000.0,5.0,0,62029.0,5.319148936170214,3.5294117647058827,2.307692307692308,2,0
13,89,2017,2017.0,25.2,1,1,1,637000.0,5.0,0,94926.0,4.893617021276596,5.294117647058824,3.076923076923077,0,0
8,54,2012,2012.0,17.0,3,1,1,365000.0,5.0,0,119487.0,3.404255319148936,6.470588235294118,3.076923076923077,1,0
23,146,2017,2017.0,21.66,1,1,1,645000.0,5.0,0,70332.0,3.8297872340425534,5.882352941176471,3.076923076923077,0,3
13,83,2017,2017.0,20.89,3,1,1,585000.0,5.0,0,37950.0,4.893617021276596,5.294117647058824,1.5384615384615383,2,0
8,54,2019,2019.0,18.6,3,1,1,835000.0,5.0,0,38100.0,6.170212765957447,6.470588235294118,4.230769230769231,0,0
13,87,2008,2008.0,15.0,3,1,2,330000.0,5.0,0,56000.0,3.8297872340425534,6.470588235294118,1.9230769230769236,2,3
7,28,2014,2014.0,19.4,3,1,2,425000.0,5.0,0,42000.0,3.191489361702128,5.294117647058824,1.9230769230769236,0,0
8,54,2018,2018.0,22.54,1,1,1,750000.0,6.0,0,93003.0,5.319148936170214,5.882352941176471,3.8461538461538463,0,0
8,43,2017,2017.0,18.9,3,0,2,675000.0,4.0,0,36000.0,4.042553191489362,5.882352941176471,5.0,0,0
